Group,MAG,Completeness,Contamination,Strain_Heterogeneity,N50,Assembly_Type,Assembly_Source,Contig_count,Assembly_size
MQ Winners,19-2_95x19_sub.LR_stool,99.12,6.14,68.42,202881,MetaFlye2 (LR),Stool,37,3227670
MQ Winners,17-2_99_LKVx17-2_99_LKV.002.SR_plate,79.12,7.55,68.42,373332,MetaSPAdes (SR),Plate,38,4584391
MQ Winners,C039-M24x28.LR_stool,98.31,5.21,69.23,428658,MetaFlye2 (LR),Stool,43,3690712
MQ Winners,C008-M06_LKVxC008-M06_LKV.001.SR_plate,99.19,8.9,69.62,918866,MetaSPAdes (SR),Plate,31,6190967
MQ Winners,47-2_37xbin.85.LR_stool,72.05,4.7,70,71617,MetaFlye2 (LR),Stool,55,2062901
MQ Winners,C039-M24xC039_FIXED__C039-M24.049.LR_stool,74.41,4.92,70,79894,MetaFlye2 (LR),Stool,48,2823149
MQ Winners,C039-M36xbin.29_sub.LR_stool,61.68,6.38,70,52719,MetaFlye2 (LR),Stool,71,2572262
MQ Winners,19-1_95xbin.9.LR_stool,69.41,9.84,70,105984,MetaFlye2 (LR),Stool,55,2830731
MQ Winners,29-2_N17x87.SR_stool,99.05,0.14,71.43,178477,MetaSPAdes (SR),Stool,26,3034514
MQ Winners,20-2_76_WCxbin.3_sub.SR_plate,92.53,1.22,71.43,12537,MetaSPAdes (SR),Plate,252,1915223
MQ Winners,19-2_36xbin.18.LR_stool,99.52,1.26,71.43,1809982,MetaFlye2 (LR),Stool,8,3542961
MQ Winners,43-1_24xbin.70.SR_stool,63.95,1.56,71.43,4965,MetaSPAdes (SR),Stool,322,1351034
MQ Winners,43-1_2_BAPxbin.2.SR_plate,98.6,1.64,71.43,22576,MetaSPAdes (SR),Plate,245,3131584
MQ Winners,C047-M00_stoolx56_sub.SR_stool,98.38,1.77,71.43,65900,MetaSPAdes (SR),Stool,78,2869943
MQ Winners,17-2_13_stoolx89.SR_stool,90.94,2.05,71.43,20808,MetaSPAdes (SR),Stool,422,5703377
MQ Winners,47-1_17xbin.20.SR_stool,73.63,2.11,71.43,29072,MetaSPAdes (SR),Stool,123,1689074
MQ Winners,19-1_95x19-1_late__19-1_95.040.LR_stool,98.53,2.64,71.43,549747,MetaFlye2 (LR),Stool,12,3234593
MQ Winners,17-2_36xbin.31.LR_stool,94.23,3.12,71.43,252479,MetaFlye2 (LR),Stool,19,3081229
MQ Winners,47-2_17xbin.55.SR_stool,68.86,4.17,71.43,5464,MetaSPAdes (SR),Stool,349,1562458
MQ Winners,40-1_35_LKVxbin.5.SR_plate,99.34,4.5,71.43,662202,MetaSPAdes (SR),Plate,19,6339927
MQ Winners,20-1_97x20-1_97.008_sub.SR_stool,95.75,2.64,72.22,251720,MetaSPAdes (SR),Stool,72,3155329
MQ Winners,19-2_95x80.LR_stool,98.83,3.64,72.22,325650,MetaFlye2 (LR),Stool,17,2474101
MQ Winners,29-2_36_WCxbin.6_sub.SR_plate,96.22,7.98,72.41,383171,MetaSPAdes (SR),Plate,33,2184646
MQ Winners,47-1_17xbin.30.SR_stool,98.86,1.7,72.73,168594,MetaSPAdes (SR),Stool,26,2269005
MQ Winners,17-2_16xbin.27_sub.LR_stool,90.63,2.42,72.73,230327,MetaFlye2 (LR),Stool,59,3975488
MQ Winners,08-2_11xbin.19_sub.SR_stool,95.97,8.87,73.68,160883,MetaSPAdes (SR),Stool,51,5437507
MQ Winners,14-2_36x14-2_late__14-2_36.018_sub.LR_stool,96.95,2.97,74.29,1249548,MetaFlye2 (LR),Stool,19,5340551
MQ Winners,C029-M00_stoolxbin.70.SR_stool,90.74,0.22,75,3146956,MetaSPAdes (SR),Stool,6,5385630
MQ Winners,43-1_54xbin.32_sub.SR_stool,52.6,0.34,75,15916,MetaSPAdes (SR),Stool,111,1107910
MQ Winners,20-2_23_LKVx20-2_23_LKV.002.SR_plate,94.43,0.46,75,160603,MetaSPAdes (SR),Plate,81,6570965
MQ Winners,C040-M24xC040-M24.011.SR_stool,99.39,0.57,75,265621,MetaSPAdes (SR),Stool,31,2439962
MQ Winners,19-1_95x19-1_95.020.SR_stool,95.21,0.99,75,432501,MetaSPAdes (SR),Stool,38,5281433
MQ Winners,C014-M00_stoolxbin.124.SR_stool,99.29,1.04,75,795820,MetaSPAdes (SR),Stool,10,2802556
MQ Winners,C029-M24_stoolx73_sub.SR_stool,66.21,1.26,75,6828,MetaSPAdes (SR),Stool,222,1407351
MQ Winners,47-2_37_BAPxbin.16_sub.SR_plate,67.51,1.28,75,13225,MetaSPAdes (SR),Plate,180,1316465
MQ Winners,14-2_11_stoolxbin.21.SR_stool,94.59,1.34,75,36207,MetaSPAdes (SR),Stool,93,2011818
MQ Winners,29-1_42xbin.68.SR_stool,96.88,1.47,75,49285,MetaSPAdes (SR),Stool,91,3099018
MQ Winners,40-1_9x9.LR_stool,99.37,1.58,75,1039391,MetaFlye2 (LR),Stool,7,3467861
MQ Winners,C008-M00_stoolxC008-M00_stool.023_sub.SR_stool,96.77,1.61,75,230102,MetaSPAdes (SR),Stool,25,2555628
MQ Winners,08-1_97x91_sub.SR_stool,88.14,1.7,75,13062,MetaSPAdes (SR),Stool,347,2969280
MQ Winners,08-1_6_stoolx10.SR_stool,93.63,1.7,75,8282,MetaSPAdes (SR),Stool,475,2474184
MQ Winners,20-1_8_DP_LKVx20_sub.SR_plate,97.17,1.86,75,68779,MetaSPAdes (SR),Plate,57,2891409
MQ Winners,C017-M06_WCx20_sub.SR_plate,71.69,2,75,6091,MetaSPAdes (SR),Plate,706,2966846
MQ Winners,43-1_8x71.SR_stool,88.3,2.41,75,31643,MetaSPAdes (SR),Stool,164,2948052
MQ Winners,47-2_88_DP_LKVx47-2_88_DP_LKV.001.SR_plate,94.49,2.41,75,152804,MetaSPAdes (SR),Plate,142,6903310
MQ Winners,43-1_34xbin.45.SR_stool,73.02,2.71,75,13031,MetaSPAdes (SR),Stool,224,1627209
MQ Winners,29-1_6_stoolx29-1_6_stool.005_sub.SR_stool,92.98,3.04,75,48032,MetaSPAdes (SR),Stool,138,2421246
MQ Winners,20-1_8xbin.5_sub.SR_stool,82.1,9.07,75.68,38219,MetaSPAdes (SR),Stool,150,2844197
MQ Winners,20-1_14x20-1_14.025_sub.SR_stool,93.1,2.97,75.86,102565,MetaSPAdes (SR),Stool,139,6288333
MQ Winners,C017-M00_BAPx2_sub.SR_plate,89.53,7.36,76.47,28193,MetaSPAdes (SR),Plate,180,2659152
MQ Winners,17-2_16_stoolxbin.12.SR_stool,79.39,2.86,76.92,6172,MetaSPAdes (SR),Stool,353,1673550
MQ Winners,47-1_7_stoolxbin.34_sub.SR_stool,70.38,5.78,77.27,76208,MetaSPAdes (SR),Stool,59,1927224
MQ Winners,40-1_9x63_sub.SR_stool,99.37,8.9,77.27,166771,MetaSPAdes (SR),Stool,29,3423765
MQ Winners,47-1_37xbin.88_sub.LR_stool,89.99,1.98,77.78,216832,MetaFlye2 (LR),Stool,22,3498680
MQ Winners,C029-M06xC029-M06.013.SR_stool,78.95,3.24,77.78,68616,MetaSPAdes (SR),Stool,98,2681546
MQ Winners,29-1_42_BAPx32.SR_plate,92.93,4.48,77.78,13503,MetaSPAdes (SR),Plate,298,2004706
MQ Winners,C017-M00xbin.35.LR_stool,54.32,5.05,77.78,305293,MetaFlye2 (LR),Stool,33,4525771
MQ Winners,40-1_93x6.LR_stool,96.37,6.12,77.78,209942,MetaFlye2 (LR),Stool,27,3020071
MQ Winners,14-1_36_LKVx88.SR_plate,100,7.08,77.78,167943,MetaSPAdes (SR),Plate,63,4676632
MQ Winners,39-2_N18x14.SR_stool,51.34,1.8,78.57,3421,MetaSPAdes (SR),Stool,387,1067650
MQ Winners,39-2_41xbin.88.SR_stool,83.53,3.99,78.57,10582,MetaSPAdes (SR),Stool,256,1813952
MQ Winners,14-1_95x14-1_late__14-1_95.043.LR_stool,73.09,9.57,78.95,134606,MetaFlye2 (LR),Stool,35,2874454
MQ Winners,20-1_35x20-1_late__20-1_35.023.LR_stool,96.08,4.88,79.17,670375,MetaFlye2 (LR),Stool,22,2334380
MQ Winners,47-2_37x29.LR_stool,97.26,5.16,79.17,177298,MetaFlye2 (LR),Stool,30,3029139
MQ Winners,17-2_99_stoolxbin.142.SR_stool,86.77,4.03,79.41,703571,MetaSPAdes (SR),Stool,18,5316276
MQ Winners,39-1_36xbin.28.LR_stool,59.25,0.58,80,184676,MetaFlye2 (LR),Stool,14,2330502
MQ Winners,C039-M36_BAPx27_sub.SR_plate,87.39,1.23,80,7985,MetaSPAdes (SR),Plate,543,2805180
MQ Winners,08-2_14xbin.48_sub.SR_stool,95.42,1.48,80,48531,MetaSPAdes (SR),Stool,200,3620776
MQ Winners,8-1_N9_DP_LKVxbin.8.SR_plate,95.86,1.78,80,561741,MetaSPAdes (SR),Plate,21,6705762
MQ Winners,40-1_13xbin.12.LR_stool,97.56,1.86,80,257148,MetaFlye2 (LR),Stool,23,2558026
MQ Winners,19-2_95x82.LR_stool,72.77,1.9,80,172069,MetaFlye2 (LR),Stool,12,1389218
MQ Winners,20-2_88xbin.86.SR_stool,77,2.34,80,68337,MetaSPAdes (SR),Stool,48,1899573
MQ Winners,29-2_95x29-2_late__29-2_95.009_sub.LR_stool,86,2.72,80,370020,MetaFlye2 (LR),Stool,22,2508566
MQ Winners,C047-M24_WCxC047-M24_WC.005.SR_plate,57.18,2.92,80,121700,MetaSPAdes (SR),Plate,46,2177920
MQ Winners,39-2_N18xbin.52.SR_stool,96.53,3.06,80,137655,MetaSPAdes (SR),Stool,30,2220726
MQ Winners,14-1_36_stoolxbin.55.SR_stool,97.58,3.09,80,36516,MetaSPAdes (SR),Stool,221,3383407
MQ Winners,47-2_17_CMBcst_WCx47-2_17_CMBcst_WC.001.SR_plate,98.79,3.41,80,428475,MetaSPAdes (SR),Plate,29,2377049
MQ Winners,39-2_94_DP_BAPcstx47.SR_plate,75.18,6.08,80,3416,MetaSPAdes (SR),Plate,823,2318503
MQ Winners,29-2_36_LKVxbin.5.SR_plate,80.66,6.31,80,5635,MetaSPAdes (SR),Plate,922,4170371
MQ Winners,29-2_36_LKVxbin.3_sub.SR_plate,88.94,7.77,80,690370,MetaSPAdes (SR),Plate,25,6125519
MQ Winners,C019-M22_stoolxbin.69.SR_stool,87.75,0.99,81.82,234671,MetaSPAdes (SR),Stool,46,2768838
MQ Winners,40-1_35_stoolxbin.89_sub.SR_stool,96.04,1.43,81.82,20236,MetaSPAdes (SR),Stool,128,1612507
MQ Winners,17-2_13_BAPx17-2_13_BAP.005.SR_plate,58.82,8.05,82.05,361696,MetaSPAdes (SR),Plate,20,2126085
MQ Winners,39-2_66xbin.10.LR_stool,94.67,1.53,82.35,625679,MetaFlye2 (LR),Stool,8,2088935
MQ Winners,08-2_14x52.SR_stool,98.48,0.98,83.33,32051,MetaSPAdes (SR),Stool,111,1909908
MQ Winners,43-1_7_stoolxbin.12_sub.SR_stool,78.76,1.29,83.33,34251,MetaSPAdes (SR),Stool,132,2322443
MQ Winners,47-2_37x73.LR_stool,88.18,3.25,83.33,150253,MetaFlye2 (LR),Stool,30,2397099
MQ Winners,43-2_15xbin.2.LR_stool,99.37,5.54,83.33,540513,MetaFlye2 (LR),Stool,23,2544123
MQ Winners,39-1_36x59_sub.LR_stool,97.87,6.21,83.33,289740,MetaFlye2 (LR),Stool,31,3595392
MQ Winners,14-1_36_stoolxbin.22_sub.SR_stool,77.71,8.41,83.72,11563,MetaSPAdes (SR),Stool,332,2277544
MQ Winners,29-1_67xbin.16.LR_stool,85.69,8.16,84.21,165608,MetaFlye2 (LR),Stool,17,1939041
MQ Winners,08-2_36_stoolxbin.55.SR_stool,65.82,1.27,84.62,59170,MetaSPAdes (SR),Stool,53,1986550
MQ Winners,17-1_6_BAPx17-1_6_BAP.003_sub.SR_plate,99.63,0.54,85.71,194219,MetaSPAdes (SR),Plate,27,2824665
MQ Winners,39-2_66x39-2_66_LKV_39-2_66_LKV.001_sub.LR_plate,98.06,0.79,85.71,1188166,MetaFlye2 (LR),Plate,24,7035997
MQ Winners,20-2_23x20-2_23.003.SR_stool,93.52,1.7,85.71,102639,MetaSPAdes (SR),Stool,76,2494927
MQ Winners,C020-M07xbin.41.SR_stool,97.47,3.4,85.71,147595,MetaSPAdes (SR),Stool,35,2545212
MQ Winners,08-2_36_stoolx08-2_36_stool.027.SR_stool,73.31,6.91,85.71,6072,MetaSPAdes (SR),Stool,385,1746869
MQ Winners,C040-M36xbin.79.SR_stool,86.6,3.19,86.36,18613,MetaSPAdes (SR),Stool,210,1820447
MQ Winners,39-1_36_LKVx39-1_36_LKV.002.SR_plate,99.14,0.97,86.67,954968,MetaSPAdes (SR),Plate,24,6932840
MQ Winners,39-1_8x39-1_8.022_sub.SR_stool,95.27,2.87,86.67,28737,MetaSPAdes (SR),Stool,123,1844335
MQ Winners,08-1_36x8-1_late__08-1_36.003.LR_stool,59.65,5.26,86.67,196992,MetaFlye2 (LR),Stool,52,2754839
MQ Winners,C014-M00_stoolxbin.130.SR_stool,95.92,5.44,86.67,88178,MetaSPAdes (SR),Stool,76,2734499
MQ Winners,20-1_35_stoolx20-1_35_stool.026_sub.SR_stool,93.87,5.44,86.96,65920,MetaSPAdes (SR),Stool,109,2591346
MQ Winners,C039-M06_BAPxbin.2_sub.SR_plate,83.61,1.35,87.5,27011,MetaSPAdes (SR),Plate,129,1585263
MQ Winners,C047-M24_stoolxbin.69.SR_stool,91.21,1.42,87.5,75144,MetaSPAdes (SR),Stool,89,3120272
MQ Winners,C017-M06_stoolx107_sub.SR_stool,71.68,2.71,87.5,3985,MetaSPAdes (SR),Stool,1305,3990515
MQ Winners,29-2_95x75.SR_stool,91.12,4.08,87.5,61614,MetaSPAdes (SR),Stool,106,2881048
MQ Winners,20-2_54x20-2_late__20-2_54.027_sub.LR_stool,56.05,6.63,87.5,145553,MetaFlye2 (LR),Stool,27,1544348
MQ Winners,47-1_88x47-1_late__47-1_88.011_sub.LR_stool,67.26,9.09,87.8,252089,MetaFlye2 (LR),Stool,25,1861356
MQ Winners,08-2_11x08-2_11.019_sub.SR_stool,93.97,4.12,88.24,163652,MetaSPAdes (SR),Stool,60,5734954
MQ Winners,17-1_13x17-1_13_WC_17-1_13_WC.002_sub.LR_plate,67.56,2.09,88.89,54660,MetaFlye2 (LR),Plate,73,1860843
MQ Winners,20-1_35_stoolx30.SR_stool,94.83,3.16,88.89,46883,MetaSPAdes (SR),Stool,155,3217643
MQ Winners,C039-M00xC039_FIXED__C039-M00.005_sub.LR_stool,68.99,4.43,88.89,151732,MetaFlye2 (LR),Stool,35,2813999
MQ Winners,29-2_36_stoolx29-2_36_stool.050_sub.SR_stool,53.98,8.41,88.89,40183,MetaSPAdes (SR),Stool,105,1663102
MQ Winners,39-2_94xbin.34.SR_stool,87.93,8.62,88.89,185720,MetaSPAdes (SR),Stool,29,3103421
MQ Winners,39-1_11x39-1_early__39-1_11.003.LR_stool,58.99,9.84,89.58,940064,MetaFlye2 (LR),Stool,43,1868643
MQ Winners,C008-M36xbin.38_sub.LR_stool,91.77,3.48,90,374602,MetaFlye2 (LR),Stool,30,3511632
MQ Winners,40-1_93x99.LR_stool,89.47,4.86,90,261113,MetaFlye2 (LR),Stool,21,2825087
MQ Winners,C020-M07xbin.99_sub.LR_stool,92.08,6.43,90.48,181001,MetaFlye2 (LR),Stool,30,3354702
MQ Winners,20-2_22xbin.6.SR_stool,91.84,2.14,90.91,185712,MetaSPAdes (SR),Stool,33,3464001
MQ Winners,47-1_10x36_sub.LR_stool,77.58,2.34,90.91,156463,MetaFlye2 (LR),Stool,32,2702385
MQ Winners,43-1_46_WCx43-1_46_WC.002_sub.SR_plate,52.29,5.68,90.91,250164,MetaSPAdes (SR),Plate,23,1516101
MQ Winners,43-1_16_WCxbin.12_sub.SR_plate,92.8,2.37,91.67,43663,MetaSPAdes (SR),Plate,103,2085615
MQ Winners,C014-M00xC014__C014-M00.007.LR_stool,92.98,3.57,91.67,140568,MetaFlye2 (LR),Stool,38,2771564
MQ Winners,47-1_7_stoolxbin.72.SR_stool,94.97,4.69,91.67,40627,MetaSPAdes (SR),Stool,158,2264971
MQ Winners,C047-M07x30.LR_stool,97.68,5.06,91.67,234927,MetaFlye2 (LR),Stool,53,3415232
MQ Winners,43-1_54x43-1_late__43-1_54.019_sub.LR_stool,91.91,4.98,92.59,536180,MetaFlye2 (LR),Stool,10,2053417
MQ Winners,47-2_13x25_sub.LR_stool,99.85,8.41,92.68,668657,MetaFlye2 (LR),Stool,47,2590635
MQ Winners,47-1_37xbin.25.LR_stool,67.25,5.56,92.86,96423,MetaFlye2 (LR),Stool,26,2007755
MQ Winners,39-2_8x39-2_early__39-2_8.012.LR_stool,96.78,1.17,93.33,266284,MetaFlye2 (LR),Stool,42,5802551
MQ Winners,C040-M36_BAPx40.SR_plate,89.67,2.72,93.33,6853,MetaSPAdes (SR),Plate,562,2518872
MQ Winners,39-2_20x29_sub.SR_stool,91.87,4.15,93.75,175920,MetaSPAdes (SR),Stool,60,4227327
MQ Winners,C020-M07x163_sub.SR_stool,91.69,0.32,94.44,234723,MetaSPAdes (SR),Stool,43,2367972
MQ Winners,20-2_15_WCx20-2_15_WC.001.SR_plate,82.41,3.3,94.74,57579,MetaSPAdes (SR),Plate,76,1902741
MQ Winners,43-2_N15x43-2_N15.013.SR_stool,97.32,5.03,95.24,163021,MetaSPAdes (SR),Stool,44,2614779
MQ Winners,29-2_36_stoolx75.SR_stool,99.21,0.01,100,106539,MetaSPAdes (SR),Stool,58,3053288
MQ Winners,19-1_35_stoolxbin.74.SR_stool,86.94,0.02,100,30165,MetaSPAdes (SR),Stool,201,3608607
MQ Winners,40-1_9xbin.8.SR_stool,89.93,0.02,100,80899,MetaSPAdes (SR),Stool,50,2472506
MQ Winners,43-1_81x78_sub.SR_stool,100,0.02,100,19117,MetaSPAdes (SR),Stool,278,3351911
MQ Winners,40-2_10x5_sub.SR_stool,93.96,0.04,100,282507,MetaSPAdes (SR),Stool,29,3207701
MQ Winners,40-1_6_stoolx53.SR_stool,98.87,0.04,100,43426,MetaSPAdes (SR),Stool,78,1980668
MQ Winners,20-2_15xbin.14.SR_stool,100,0.04,100,219798,MetaSPAdes (SR),Stool,32,3504766
MQ Winners,14-1_9x31.LR_stool,65.56,0.06,100,243136,MetaFlye2 (LR),Stool,11,1462823
MQ Winners,19-1_35_stoolx36_sub.SR_stool,83.96,0.06,100,96613,MetaSPAdes (SR),Stool,29,1784081
MQ Winners,40-2_94_CMBcst_WCx15_sub.SR_plate,86.94,0.06,100,169681,MetaSPAdes (SR),Plate,37,2369378
MQ Winners,C014-M00_stoolxbin.14.SR_stool,90.24,0.06,100,37232,MetaSPAdes (SR),Stool,126,3092892
MQ Winners,29-1_95xbin.34.SR_stool,91.78,0.06,100,81627,MetaSPAdes (SR),Stool,60,2824437
MQ Winners,19-2_12x52_sub.SR_stool,93.73,0.06,100,14245,MetaSPAdes (SR),Stool,241,2215544
MQ Winners,19-1_12x19-1_12.010_sub.SR_stool,97.21,0.06,100,93517,MetaSPAdes (SR),Stool,45,2676167
MQ Winners,39-2_47x101.SR_stool,99.16,0.06,100,57924,MetaSPAdes (SR),Stool,83,2785565
MQ Winners,C017-M23_stoolx141.SR_stool,95.74,0.07,100,58857,MetaSPAdes (SR),Stool,63,2028750
MQ Winners,47-1_10_CMBcst_WCx21.SR_plate,99.41,0.08,100,117481,MetaSPAdes (SR),Plate,51,3093807
MQ Winners,43-1_24x43-1_24.023.SR_stool,86.22,0.09,100,156933,MetaSPAdes (SR),Stool,31,1857009
MQ Winners,17-2_99_stoolx56.SR_stool,94.3,0.11,100,40574,MetaSPAdes (SR),Stool,100,2129184
MQ Winners,40-1_15x10.SR_stool,96.64,0.11,100,24574,MetaSPAdes (SR),Stool,162,2526635
MQ Winners,29-1_95x116.SR_stool,83.7,0.12,100,5091,MetaSPAdes (SR),Stool,522,2043491
MQ Winners,43-1_N10x43-1_N10.007.SR_stool,99.81,0.12,100,340117,MetaSPAdes (SR),Stool,27,2169797
MQ Winners,47-2_17_DP_LKVx90.SR_plate,76.66,0.13,100,13976,MetaSPAdes (SR),Plate,388,3586300
MQ Winners,20-2_N9xbin.7.SR_stool,95.36,0.13,100,304132,MetaSPAdes (SR),Stool,15,2884121
MQ Winners,19-1_95x57.SR_stool,96.34,0.13,100,50764,MetaSPAdes (SR),Stool,53,1737701
MQ Winners,C008-M00_stoolx3_sub.SR_stool,99.06,0.13,100,139421,MetaSPAdes (SR),Stool,23,2528886
MQ Winners,43-2_94x41.SR_stool,91.52,0.14,100,13822,MetaSPAdes (SR),Stool,196,2158559
MQ Winners,14-1_36_stoolxbin.13.SR_stool,89.58,0.16,100,17527,MetaSPAdes (SR),Stool,284,2921331
MQ Winners,17-1_36_stoolx72.SR_stool,98.07,0.16,100,292159,MetaSPAdes (SR),Stool,20,3247791
MQ Winners,C020-M00_BAPx14.SR_plate,98.39,0.16,100,15475,MetaSPAdes (SR),Plate,319,3448412
MQ Winners,C047-M07_stoolxbin.61.SR_stool,99.76,0.16,100,67233,MetaSPAdes (SR),Stool,63,2788551
MQ Winners,14-2_95_stoolxbin.57.SR_stool,53.26,0.17,100,10900,MetaSPAdes (SR),Stool,304,2213204
MQ Winners,47-2_88x33.SR_stool,98.03,0.18,100,346365,MetaSPAdes (SR),Stool,31,3477364
MQ Winners,C040-M06xbin.21.SR_stool,98.3,0.19,100,310208,MetaSPAdes (SR),Stool,12,2670522
MQ Winners,20-2_54x38.LR_stool,99.17,0.19,100,911828,MetaFlye2 (LR),Stool,4,2812635
MQ Winners,C017-M23_stoolxbin.48.SR_stool,82.87,0.2,100,13974,MetaSPAdes (SR),Stool,380,2946072
MQ Winners,C019-M00xC019-M00.022_sub.SR_stool,96.54,0.2,100,116243,MetaSPAdes (SR),Stool,50,2683404
MQ Winners,40-1_35_BAPx11.SR_plate,97.85,0.21,100,49608,MetaSPAdes (SR),Plate,167,5377245
MQ Winners,C020-M00x129_sub.SR_stool,76.51,0.22,100,1199172,MetaSPAdes (SR),Stool,9,1960533
MQ Winners,20-1_97x65.SR_stool,80.56,0.22,100,11947,MetaSPAdes (SR),Stool,279,2185862
MQ Winners,20-1_97x19.SR_stool,86.47,0.22,100,29234,MetaSPAdes (SR),Stool,213,3420787
MQ Winners,40-1_15x47.SR_stool,98.3,0.22,100,150170,MetaSPAdes (SR),Stool,33,2971745
MQ Winners,39-1_36_stoolxbin.62_sub.SR_stool,57.34,0.23,100,13553,MetaSPAdes (SR),Stool,174,1257208
MQ Winners,C019-M22_stoolxbin.90.SR_stool,74.13,0.24,100,43468,MetaSPAdes (SR),Stool,95,2345917
MQ Winners,14-2_36_stoolx14-2_36_stool.021_sub.SR_stool,99.19,0.24,100,170626,MetaSPAdes (SR),Stool,31,3048230
MQ Winners,08-1_36_stoolx82.SR_stool,99.29,0.24,100,86072,MetaSPAdes (SR),Stool,46,2207592
MQ Winners,C043-M01_stoolx42.SR_stool,98.98,0.25,100,413558,MetaSPAdes (SR),Stool,39,2874414
MQ Winners,47-2_7_stoolxbin.9.SR_stool,98.31,0.27,100,100004,MetaSPAdes (SR),Stool,35,1989507
MQ Winners,C014-M00_WCxbin.14.SR_plate,94.65,0.29,100,101100,MetaSPAdes (SR),Plate,55,2182623
MQ Winners,08-1_36_stoolxbin.8_sub.SR_stool,75.47,0.32,100,49638,MetaSPAdes (SR),Stool,100,2897962
MQ Winners,C040-M36x30.LR_stool,85.04,0.32,100,108433,MetaFlye2 (LR),Stool,18,1713832
MQ Winners,C019-M07_stoolx33.SR_stool,95.25,0.32,100,360003,MetaSPAdes (SR),Stool,17,3499198
MQ Winners,20-2_14xbin.27_sub.SR_stool,97.47,0.32,100,312885,MetaSPAdes (SR),Stool,32,4129139
MQ Winners,43-2_12x43_sub.SR_stool,98.6,0.32,100,33444,MetaSPAdes (SR),Stool,148,2937879
MQ Winners,40-1_9x31.SR_stool,99.36,0.32,100,189174,MetaSPAdes (SR),Stool,32,3330400
MQ Winners,C014-M06x143_sub.SR_stool,56.91,0.34,100,2959,MetaSPAdes (SR),Stool,504,1288272
MQ Winners,43-1_7_stoolx39.SR_stool,69.68,0.34,100,8173,MetaSPAdes (SR),Stool,420,1856594
MQ Winners,29-2_95x57.SR_stool,80.32,0.34,100,3966,MetaSPAdes (SR),Stool,507,1636014
MQ Winners,40-2_94xbin.36.SR_stool,89.23,0.34,100,18702,MetaSPAdes (SR),Stool,220,2193535
MQ Winners,17-1_36_stoolx24.SR_stool,91.22,0.34,100,24429,MetaSPAdes (SR),Stool,233,3536903
MQ Winners,C020-M00x113.SR_stool,99.33,0.34,100,207942,MetaSPAdes (SR),Stool,20,2978193
MQ Winners,43-2_36_stoolx8_sub.SR_stool,94.68,0.35,100,53637,MetaSPAdes (SR),Stool,54,1861577
MQ Winners,C017-M36xbin.90.SR_stool,97.39,0.37,100,584375,MetaSPAdes (SR),Stool,18,5651525
MQ Winners,43-1_2x43-1_early__43-1_2.009.LR_stool,98.11,0.37,100,2043616,MetaFlye2 (LR),Stool,9,2288503
MQ Winners,17-2_16_WCx3.SR_plate,99.63,0.37,100,334028,MetaSPAdes (SR),Plate,34,3054892
MQ Winners,14-2_95xbin.33.LR_stool,98.68,0.38,100,1175761,MetaFlye2 (LR),Stool,25,5292233
MQ Winners,17-1_100_stoolx137.SR_stool,99.25,0.38,100,358498,MetaSPAdes (SR),Stool,21,3191571
MQ Winners,47-1_17x75.SR_stool,97.32,0.39,100,72330,MetaSPAdes (SR),Stool,63,1950995
MQ Winners,17-2_N11_stoolx59.SR_stool,79.57,0.47,100,3755,MetaSPAdes (SR),Stool,865,2736008
MQ Winners,17-2_99_stoolx59_sub.SR_stool,94.17,0.47,100,13666,MetaSPAdes (SR),Stool,244,2555549
MQ Winners,40-1_35_stoolxbin.111.SR_stool,95.08,0.48,100,103207,MetaSPAdes (SR),Stool,50,2874736
MQ Winners,29-1_67xbin.13_sub.SR_stool,89.13,0.53,100,27386,MetaSPAdes (SR),Stool,285,3461296
MQ Winners,20-1_97x16.SR_stool,94.89,0.54,100,55090,MetaSPAdes (SR),Stool,121,3846197
MQ Winners,20-2_97x103.SR_stool,97.31,0.54,100,40298,MetaSPAdes (SR),Stool,162,4379694
MQ Winners,C020-M24xbin.69.LR_stool,88.6,0.58,100,281907,MetaFlye2 (LR),Stool,18,2703079
MQ Winners,08-2_36_stoolx71_sub.SR_stool,91.08,0.58,100,35572,MetaSPAdes (SR),Stool,116,2143104
MQ Winners,C008-M36x102.SR_stool,93.07,0.58,100,62246,MetaSPAdes (SR),Stool,110,3683608
MQ Winners,40-1_13x20.SR_stool,95.3,0.58,100,38848,MetaSPAdes (SR),Stool,82,2306800
MQ Winners,08-2_14xbin.17.LR_stool,99.14,0.58,100,1041343,MetaFlye2 (LR),Stool,4,3078216
MQ Winners,29-1_18_stoolx29-1_18_stool.028.SR_stool,99.33,0.58,100,121106,MetaSPAdes (SR),Stool,73,3986335
MQ Winners,14-2_14x28.LR_stool,99.42,0.58,100,3194500,MetaFlye2 (LR),Stool,4,3217157
MQ Winners,14-2_9_stoolxbin.43.SR_stool,98.35,0.6,100,140626,MetaSPAdes (SR),Stool,26,2149583
MQ Winners,20-1_8x38.SR_stool,100,0.6,100,577329,MetaSPAdes (SR),Stool,22,2269220
MQ Winners,20-2_5x20-2_5.002.SR_stool,67.28,0.61,100,984662,MetaSPAdes (SR),Stool,8,1710651
MQ Winners,19-2_36_stoolx19.SR_stool,70.94,0.63,100,11109,MetaSPAdes (SR),Stool,349,2635164
MQ Winners,43-2_N15x43-2_N15.033_sub.SR_stool,86.61,0.63,100,17827,MetaSPAdes (SR),Stool,337,3390508
